trajectory,T (ms),volume_1 (mm),volume_2 (mm),volume_3 (mm),k,pressure_1 (bar),pressure_2 (bar),pressure_3 (bar),base_x (cm),base_y (cm),base_z (cm),tip_x (cm),tip_y (cm),tip_z (cm),tip_velocity_x (cm/s),tip_velocity_y (cm/s),tip_velocity_z (cm/s),tip_acceleration_x (cm/ss),tip_acceleration_y (cm/ss),tip_acceleration_z (cm/ss),timestamp
0,365.94080924987793,115.00494921874994,115.00147656249996,115.00147656249996,17,0.1572455605451956,0.0013185797942689,0.6299531367556964,5.1533833,1.7588943,-7.1149287,2.291944,-0.20313904,-0.30415055,0.018240128,-0.61605835,-0.062547445,0.06626971,-4.862658,-0.8373678,1753149303.481578
0,386.9662284851074,115.00494921874994,115.00147656249996,115.00147656249996,18,0.1624936393285146,6.560098437802253e-06,0.7650911654261607,5.1533833,1.7588943,-7.1149287,2.2917082,-0.2091246,-0.30593565,0.0033796923,-0.7775252,-0.13493869,-0.08833949,-5.426029,-1.3584933,1753149303.5026035
0,408.2183837890625,115.00494921874994,115.00147656249996,115.00147656249996,19,0.1624936393285146,-0.0026174792932209,0.9094133319674332,5.1533833,1.7588943,-7.1149287,2.2915196,-0.21391304,-0.30736372,-0.0061701266,-0.8473357,-0.1751476,-0.16054313,-4.997797,-1.4651932,1753149303.5238557
0,429.23498153686523,115.00494921874994,115.00147656249996,115.00147656249996,20,0.1690537378076633,0.0013185797942689,1.0589835772920249,5.1533833,1.7588943,-7.1149287,2.2908545,-0.22254945,-0.31183794,-0.03658216,-1.0888015,-0.35300773,-0.41784418,-6.296096,-2.864723,1753149303.5448723
0,450.1006603240967,115.00494921874994,115.00147656249996,115.00147656249996,21,0.1677417181118336,-0.0013054595973898,1.2242980589665733,5.1533833,1.7588943,-7.1149287,2.2888885,-0.23625565,-0.32111257,-0.12348743,-1.5279181,-0.72689784,-1.1672727,-9.245861,-5.8755593,1753149303.565738
0,471.0040092468262,115.00494921874994,115.00147656249996,115.00147656249996,22,0.1677417181118336,0.0026305994900965,1.4486534269534606,5.1533833,1.7588943,-7.1149287,2.2873158,-0.2472206,-0.32853228,-0.17403147,-1.7468889,-0.9364707,-1.4174156,-9.491768,-6.7056084,1753149303.5866413
0,492.3512935638428,115.00494921874994,115.00147656249996,115.00147656249996,23,0.1677417181118336,6.560098437802253e-06,1.6546405191987317,5.1533833,1.7588943,-7.1149287,2.2837272,-0.26285127,-0.34215015,-0.30733445,-2.1297193,-1.3870978,-2.3828313,-11.180103,-9.586355,1753149303.6079886
0,514.068603515625,115.00494921874994,115.00147656249996,115.00147656249996,24,0.1677417181118336,6.560098437802253e-06,1.878995887185619,5.1533833,1.7588943,-7.1149287,2.2782426,-0.2849697,-0.36144137,-0.49841177,-2.7222452,-1.997966,-3.665943,-14.400799,-13.294719,1753149303.629706
0,535.2749824523926,115.00494921874994,115.00147656249996,115.00147656249996,25,0.1664296984160038,0.0026305994900965,2.075798841560081,5.1533833,1.7588943,-7.1149287,2.273855,-0.30266443,-0.37687436,-0.6056325,-3.0122025,-2.3261244,-3.9439662,-14.255262,-13.730679,1753149303.6509123
0,556.1800003051758,115.00147656249996,115.00352543021734,115.00352543021734,26,0.1664296984160038,0.0013185797942689,2.1925685944889293,5.1533833,1.7588943,-7.1149287,2.2662096,-0.3280549,-0.39912188,-0.85022527,-3.6243258,-2.925119,-5.495212,-17.260443,-16.715172,1753149303.6718173
0,577.2202014923096,115.03360890454418,115.04981162629643,115.04981162629643,27,0.1677417181118336,6.560098437802253e-06,2.2043767717513973,5.1533833,1.7588943,-7.1149287,2.253734,-0.36016715,-0.43069214,-1.273114,-4.425676,-3.8405497,-8.41594,-21.42559,-22.07377,1753149303.6928575
0,598.2639789581299,115.10913277583192,115.13790621333192,115.13790621333192,28,0.1664296984160038,0.0013185797942689,2.1965046535764188,5.1533833,1.7588943,-7.1149287,2.2437537,-0.38585693,-0.4559483,-1.4927692,-4.761333,-4.2726264,-8.820379,-20.330593,-21.76552,1753149303.7139013
0,619.4350719451904,115.21402217466004,115.24512466524163,115.24512466524163,29,0.1611816196326848,-0.0013054595973898,2.1912565747931,5.1533833,1.7588943,-7.1149287,2.2300463,-0.40353042,-0.4924754,-1.8416736,-4.6438594,-5.143429,-10.352348,-15.15472,-25.63875,1753149303.7350724
0,640.2881145477295,115.31909418047586,115.35084418047586,115.3486075909584,30,0.1611816196326848,0.0013185797942689,2.168952239963994,5.1533833,1.7588943,-7.1149287,2.212249,-0.4028146,-0.54257536,-2.326801,-3.6807609,-6.517269,-12.9347,-2.8867693,-33.6874,1753149303.7559254
0,661.4806652069092,115.4237756963148,115.45242990631233,115.45469110379734,31,0.1624936393285146,6.560098437802253e-06,2.1361517475682503,5.1533833,1.7588943,-7.1149287,2.1980112,-0.40224195,-0.5826554,-2.533273,-2.9175873,-7.105045,-12.296293,4.892866,-32.496925,1753149303.777118
0,682.2736263275146,115.52837746157864,115.5590464132614,115.56012746157865,32,0.1624936393285146,-0.0013054595973898,2.119095491522464,5.1533833,1.7588943,-7.1149287,2.17535,-0.39517874,-0.63671935,-3.1164708,-1.994377,-8.284146,-15.446606,12.79432,-37.338894,1753149303.797911
