trajectory,T (ms),volume_1 (mm),volume_2 (mm),volume_3 (mm),k,pressure_1 (bar),pressure_2 (bar),pressure_3 (bar),base_x (cm),base_y (cm),base_z (cm),tip_x (cm),tip_y (cm),tip_z (cm),tip_velocity_x (cm/s),tip_velocity_y (cm/s),tip_velocity_z (cm/s),tip_acceleration_x (cm/ss),tip_acceleration_y (cm/ss),tip_acceleration_z (cm/ss),timestamp
213,1087.2111320495605,117.70667578124994,115.57644921874994,116.90349999999994,15358,0.1764732091875805,5.42203291469059,2.136532233280041,5.3778896,1.2021244,-8.421604,1.5052537,-0.5133381,1.0504736,-1.7519615,-4.666102,0.462155,8.347204,38.388927,5.220026,1756803919.3104875
213,1107.7308654785156,117.70667578124994,115.57644921874994,116.90349999999994,15359,0.1777852288834103,5.42334493438642,2.1535884893258275,5.3778896,1.2021244,-8.421604,1.5020139,-0.51729715,1.0536946,-1.5594609,-3.9258184,0.52669775,8.554012,37.926476,4.805101,1756803919.3310072
213,1128.1919479370117,117.70667578124994,115.57644921874994,116.90349999999994,15360,0.1725371501000913,5.424656954082249,2.1732687847632737,5.3778896,1.2021244,-8.421604,1.4993924,-0.52035695,1.0561149,-1.375695,-3.290197,0.5396441,8.639458,36.55416,3.9706268,1756803919.3514683
213,1148.7162113189697,117.70667578124994,115.57644921874994,116.90349999999994,15361,0.1804092682750698,5.428593013169738,2.1798288832424224,5.3778896,1.2021244,-8.421604,1.4971282,-0.5225398,1.0586733,-1.2108737,-2.738511,0.55636185,8.517677,34.619267,3.3394086,1756803919.3719926
213,1169.250726699829,117.70667578124994,115.57644921874994,116.90349999999994,15362,0.1777852288834103,5.437777151040547,2.183764942329912,5.3778896,1.2021244,-8.421604,1.4952909,-0.524683,1.0612676,-1.0581775,-2.2951787,0.5714282,8.301357,32.013336,2.8182683,1756803919.392527
213,1189.772129058838,117.70667578124994,115.57644921874994,116.90349999999994,15363,0.1804092682750698,5.444337249519696,2.19557311959238,5.3778896,1.2021244,-8.421604,1.4939021,-0.52627575,1.062107,-0.9142159,-1.9137572,0.49804506,8.044125,29.327974,1.5394284,1756803919.4130485
213,1210.2351188659668,117.70667578124994,115.57644921874994,116.90349999999994,15364,0.1804092682750698,5.440401190432207,2.203445237767358,5.3778896,1.2021244,-8.421604,1.4925833,-0.5269838,1.0641152,-0.7958207,-1.5656071,0.49657187,7.5924506,26.86507,1.2171443,1756803919.4335115
213,1230.7896614074707,117.70667578124994,115.57644921874994,116.90349999999994,15365,0.1764732091875805,5.440401190432207,2.2152534150298258,5.3778896,1.2021244,-8.421604,1.4917426,-0.5275568,1.0657805,-0.67756087,-1.2803608,0.4782808,7.224667,24.267593,0.79573756,1756803919.454066
213,1251.2941360473633,117.70667578124994,115.57644921874994,116.90349999999994,15366,0.1751611894917508,5.449585328303015,2.2205014938131447,5.3778896,1.2021244,-8.421604,1.4908497,-0.5277544,1.0677217,-0.5855924,-1.0339274,0.47729915,6.6768017,21.817806,0.6270149,1756803919.4745705
213,1271.7673778533936,117.70667578124994,115.57644921874994,116.90349999999994,15367,0.1790972485792401,5.458769466173823,2.2231255332048043,5.3778896,1.2021244,-8.421604,1.489441,-0.52799004,1.0692205,-0.537281,-0.83865035,0.45504248,5.813383,19.361855,0.28419235,1756803919.4950438
213,1292.3288345336914,117.70667578124994,115.57644921874994,116.90349999999994,15368,0.1751611894917508,5.454833407086333,2.236245730163102,5.3778896,1.2021244,-8.421604,1.488265,-0.5281663,1.0704464,-0.4870238,-0.67949104,0.42365298,5.139555,17.037617,-0.077969864,1756803919.5156052
213,1312.8466606140137,117.70667578124994,115.57644921874994,116.90349999999994,15369,0.1790972485792401,5.454833407086333,2.2428058286422505,5.3778896,1.2021244,-8.421604,1.4877428,-0.52815026,1.071306,-0.41507632,-0.542812,0.38082087,4.812961,14.962389,-0.4798871,1756803919.536123
213,1333.4143161773682,117.70667578124994,115.57644921874994,116.90349999999994,15370,0.1817212879708996,5.465329564652972,2.2493659271213997,5.3778896,1.2021244,-8.421604,1.4867073,-0.5282995,1.073148,-0.3824059,-0.44150615,0.39421356,4.168056,12.95501,-0.2536791,1756803919.5566907
213,1353.90305519104,117.70667578124994,115.57644921874994,116.90349999999994,15371,0.1843453273625591,5.4705776434362905,2.254614005904718,5.3778896,1.2021244,-8.421604,1.4856983,-0.5282976,1.0749016,-0.35517186,-0.35311067,0.40095782,3.6002889,11.226878,-0.1371094,1756803919.5771794
213,1374.4184970855713,117.70667578124994,115.57644921874994,116.90349999999994,15372,0.1843453273625591,5.4705776434362905,2.2624861240796967,5.3778896,1.2021244,-8.421604,1.4846089,-0.5282694,1.0762007,-0.33724388,-0.2811149,0.3840937,3.0550065,9.683372,-0.2740917,1756803919.5976949
213,1394.9432373046875,117.70667578124994,115.57644921874994,116.90349999999994,15373,0.1856573470583888,5.47582572221961,2.2703582422546758,5.3778896,1.2021244,-8.421604,1.483531,-0.5279988,1.0778207,-0.3223164,-0.21170875,0.38619745,2.5894637,8.423015,-0.19877374,1756803919.6182196
213,1415.4553413391113,117.70667578124994,115.57644921874994,116.90349999999994,15374,0.1804092682750698,5.47582572221961,2.278230360429654,5.3778896,1.2021244,-8.421604,1.4832147,-0.52726495,1.0790586,-0.27327046,-0.13358945,0.3693127,2.5497913,7.5001106,-0.32365292,1756803919.6387317
213,1435.9164237976074,117.70667578124994,115.57644921874994,116.90349999999994,15375,0.1777852288834103,5.4784497616112695,2.2847904589088026,5.3778896,1.2021244,-8.421604,1.4827553,-0.5264393,1.0796678,-0.24107124,-0.066521294,0.32521912,2.3545656,6.655649,-0.68991685,1756803919.6591928
213,1456.46071434021,117.70667578124994,115.57644921874994,116.90349999999994,15376,0.1817212879708996,5.477137741915439,2.2874144983004623,5.3778896,1.2021244,-8.421604,1.482436,-0.5256048,1.0805718,-0.20840435,-0.012596279,0.3041749,2.2016668,5.849483,-0.75680035,1756803919.679737
213,1476.9492149353027,117.70667578124994,115.57644921874994,116.90349999999994,15377,0.1817212879708996,5.486321879786248,2.290038537692121,5.3778896,1.2021244,-8.421604,1.482211,-0.5252991,1.0822613,-0.17770153,0.0048441375,0.32580575,2.0610414,4.8498325,-0.39428914,1756803919.7002256
214,0.0,117.70667578124994,115.57644921874994,116.90349999999994,15378,0.1935294652333673,5.617523849369222,2.570810752599688,5.3778896,1.2021244,-8.421604,1.4780105,-0.51819956,1.0934333,-0.14268371,0.0047583664,0.2620342,1.6497043,3.879864,-0.31701773,1756803927.7399273
214,20.388364791870117,117.70667578124994,115.57644921874994,116.90349999999994,15379,0.2670025681998333,5.662132519027434,2.6954526237035146,5.3778896,1.2021244,-8.421604,1.4743943,-0.5124833,1.1022598,-0.29151818,0.28417504,0.6425444,-0.14023066,5.844834,3.4790068,1756803927.7603157
